axis,transform,level,mean_cosine_similarity,mean_drift,n
appearance,blur,0,1.0,0.0,2000
appearance,blur,1,0.7411755323410034,0.2588244676589966,2000
appearance,blur,2,0.582907497882843,0.417092502117157,2000
appearance,blur,3,0.5652637481689453,0.4347362518310547,2000
appearance,pixelate,0,1.0,0.0,2000
appearance,pixelate,1,0.640728771686554,0.359271228313446,2000
appearance,pixelate,2,0.5214090347290039,0.4785909652709961,2000
appearance,pixelate,3,0.4883403182029724,0.5116596817970276,2000
